"","id","trait","ncase","group_name","year","author","consortium","sex","pmid","population","unit","sample_size","build","ncontrol","category","subcategory","ontology","note","mr","nsnp","doi","coverage","study_design","priority","sd"
"83","ubm-b-937","aparc-a2009s_lh_area_S-pericallosal",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27394 Area of S-pericallosal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"84","ubm-b-936","aparc-a2009s_lh_area_S-parieto-occipital",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27393 Area of S-parieto-occipital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"85","ubm-b-935","aparc-a2009s_lh_area_S-orbital-H-Shaped",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27392 Area of S-orbital-H-Shaped in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"86","ubm-b-934","aparc-a2009s_lh_area_S-orbital-med-olfact",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27391 Area of S-orbital-med-olfact in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"87","ubm-b-933","aparc-a2009s_lh_area_S-orbital-lateral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27390 Area of S-orbital-lateral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"88","ubm-b-932","aparc-a2009s_lh_area_S-oc-temp-med+Lingual",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27389 Area of S-oc-temp-med+Lingual in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"89","ubm-b-931","aparc-a2009s_lh_area_S-oc-temp-lat",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27388 Area of S-oc-temp-lat in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"90","ubm-b-930","aparc-a2009s_lh_area_S-occipital-ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27387 Area of S-occipital-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"91","ubm-b-93","IDP_T1_FAST_ROIs_R_parahipp_gyrus_ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25849 Volume of grey matter in Right Parahippocampal Gyrus, anterior division",1,17103079,NA,NA,NA,NA,NA
"92","ubm-b-929","aparc-a2009s_lh_area_S-oc-sup+transversal",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27386 Area of S-oc-sup+transversal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"93","ubm-b-928","aparc-a2009s_lh_area_S-oc-middle+Lunatus",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27385 Area of S-oc-middle+Lunatus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"94","ubm-b-927","aparc-a2009s_lh_area_S-intrapariet+P-trans",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27384 Area of S-intrapariet+P-trans in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"95","ubm-b-926","aparc-a2009s_lh_area_S-interm-prim-Jensen",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31937,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27383 Area of S-interm-prim-Jensen in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"96","ubm-b-925","aparc-a2009s_lh_area_S-front-sup",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27382 Area of S-front-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"97","ubm-b-924","aparc-a2009s_lh_area_S-front-middle",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27381 Area of S-front-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"98","ubm-b-923","aparc-a2009s_lh_area_S-front-inf",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27380 Area of S-front-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"99","ubm-b-922","aparc-a2009s_lh_area_S-collat-transv-post",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27379 Area of S-collat-transv-post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"100","ubm-b-921","aparc-a2009s_lh_area_S-collat-transv-ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27378 Area of S-collat-transv-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"101","ubm-b-920","aparc-a2009s_lh_area_S-circular-insula-sup",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27377 Area of S-circular-insula-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"102","ubm-b-92","IDP_T1_FAST_ROIs_L_parahipp_gyrus_ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25848 Volume of grey matter in Left Parahippocampal Gyrus, anterior division",1,17103079,NA,NA,NA,NA,NA
"103","ubm-b-919","aparc-a2009s_lh_area_S-circular-insula-inf",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27376 Area of S-circular-insula-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"104","ubm-b-918","aparc-a2009s_lh_area_S-circular-insula-ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27375 Area of S-circular-insula-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"105","ubm-b-917","aparc-a2009s_lh_area_S-cingul-Marginalis",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27374 Area of S-cingul-Marginalis in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"106","ubm-b-916","aparc-a2009s_lh_area_S-central",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27373 Area of S-central in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"107","ubm-b-915","aparc-a2009s_lh_area_S-calcarine",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27372 Area of S-calcarine in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"108","ubm-b-914","aparc-a2009s_lh_area_Pole-temporal",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27371 Area of Pole-temporal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"109","ubm-b-913","aparc-a2009s_lh_area_Pole-occipital",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27370 Area of Pole-occipital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"110","ubm-b-912","aparc-a2009s_lh_area_Lat-Fis-post",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27369 Area of Lat-Fis-post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"111","ubm-b-911","aparc-a2009s_lh_area_Lat-Fis-ant-Vertical",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27368 Area of Lat-Fis-ant-Vertical in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"112","ubm-b-910","aparc-a2009s_lh_area_Lat-Fis-ant-Horizont",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31961,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27367 Area of Lat-Fis-ant-Horizont in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"113","ubm-b-91","IDP_T1_FAST_ROIs_R_front_orb_cortex",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25847 Volume of grey matter in Right Frontal Orbital Cortex",1,17103079,NA,NA,NA,NA,NA
"114","ubm-b-909","aparc-a2009s_lh_area_G-temporal-middle",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27366 Area of G-temporal-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"115","ubm-b-908","aparc-a2009s_lh_area_G-temporal-inf",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27365 Area of G-temporal-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"116","ubm-b-907","aparc-a2009s_lh_area_G-temp-sup-Plan-tempo",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27364 Area of G-temp-sup-Plan-tempo in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"117","ubm-b-906","aparc-a2009s_lh_area_G-temp-sup-Plan-polar",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27363 Area of G-temp-sup-Plan-polar in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"118","ubm-b-905","aparc-a2009s_lh_area_G-temp-sup-Lateral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27362 Area of G-temp-sup-Lateral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"119","ubm-b-904","aparc-a2009s_lh_area_G-temp-sup-G-T-transv",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27361 Area of G-temp-sup-G-T-transv in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"120","ubm-b-903","aparc-a2009s_lh_area_G-subcallosal",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31965,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27360 Area of G-subcallosal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"121","ubm-b-902","aparc-a2009s_lh_area_G-rectus",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27359 Area of G-rectus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"122","ubm-b-901","aparc-a2009s_lh_area_G-precuneus",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27358 Area of G-precuneus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"123","ubm-b-900","aparc-a2009s_lh_area_G-precentral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27357 Area of G-precentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"124","ubm-b-90","IDP_T1_FAST_ROIs_L_front_orb_cortex",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25846 Volume of grey matter in Left Frontal Orbital Cortex",1,17103079,NA,NA,NA,NA,NA
"125","ubm-b-9","IDP_T1_SIENAX_brain-normalised_volume",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33224,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25009 Volume of brain, grey+white, from T1 brain image, normalised for head size",1,17103079,NA,NA,NA,NA,NA
"126","ubm-b-899","aparc-a2009s_lh_area_G-postcentral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27356 Area of G-postcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"127","ubm-b-898","aparc-a2009s_lh_area_G-parietal-sup",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27355 Area of G-parietal-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"128","ubm-b-897","aparc-a2009s_lh_area_G-pariet-inf-Supramar",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27354 Area of G-pariet-inf-Supramar in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"129","ubm-b-896","aparc-a2009s_lh_area_G-pariet-inf-Angular",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27353 Area of G-pariet-inf-Angular in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"130","ubm-b-895","aparc-a2009s_lh_area_G-orbital",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27352 Area of G-orbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"131","ubm-b-894","aparc-a2009s_lh_area_G-oc-temp-med-Parahip",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27351 Area of G-oc-temp-med-Parahip in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"132","ubm-b-893","aparc-a2009s_lh_area_G-oc-temp-med-Lingual",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27350 Area of G-oc-temp-med-Lingual in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"133","ubm-b-892","aparc-a2009s_lh_area_G-oc-temp-lat-fusifor",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27349 Area of G-oc-temp-lat-fusifor in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"134","ubm-b-891","aparc-a2009s_lh_area_G-occipital-sup",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27348 Area of G-occipital-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"135","ubm-b-890","aparc-a2009s_lh_area_G-occipital-middle",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27347 Area of G-occipital-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"136","ubm-b-89","IDP_T1_FAST_ROIs_R_cuneal_cortex",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25845 Volume of grey matter in Right Cuneal Cortex",1,17103079,NA,NA,NA,NA,NA
"137","ubm-b-889","aparc-a2009s_lh_area_G-insular-short",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27346 Area of G-insular-short in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"138","ubm-b-888","aparc-a2009s_lh_area_G-Ins-lg+S-cent-ins",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27345 Area of G-Ins-lg+S-cent-ins in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
